group_name,group_value,raw_n_original_correct,raw_attack_success,raw_asr_pct,raw_asr_ci_lower_pct,raw_asr_ci_upper_pct,weighted_lpr_all_pct,weighted_lpr_resolved_pct,adjusted_success_all,adjusted_asr_all_pct,adjusted_asr_all_ci_lower_pct,adjusted_asr_all_ci_upper_pct,adjusted_success_resolved,adjusted_asr_resolved_pct,adjusted_asr_resolved_ci_lower_pct,adjusted_asr_resolved_ci_upper_pct
condition_type,bt,7715,592,7.673363577446533,7.10027096405966,8.28858583728441,63.659909909909906,68.83392227142228,376.8666666666667,4.884856340462303,4.25402894793692,5.507042557787859,407.4968198468199,5.281877120503174,4.639064861472509,5.960502804605201
condition_type,llm,30860,1896,6.143875567077123,5.881376712944323,6.417291500101031,91.14135021097046,93.77801356986821,1728.04,5.599611147116008,5.3530622164614385,5.8564500972132185,1778.0311372847011,5.761604463009401,5.5054213229241045,6.015969601802885
